Name,ecotype_number,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
W1375,60,,,LA,Caddo,,culex quinq.,42951,,mosquito,Culex
W1378,60,,,LA,Bossier,,culex quinq.,42955,,mosquito,Culex
W138,32,,,CA,Stanislaus,,house sparrow,40389,,bird,Passeriformes
W1383,53,,,MN,Redwood,,crow,37476,,bird,Passeriformes
W1384,26,,,MN,Ramsey,,crow,37476,,bird,Passeriformes
W1385,25,,,MN,Anoka,,crow,37476,,bird,Passeriformes
W1386,82,,,MN,Otter Tail,,crow,37483,,bird,Passeriformes
W1387,84,,,MN,Ramsey,,crow,37477,,bird,Passeriformes
W1388,18,,,MN,Lyon,,crow,37477,,bird,Passeriformes
W1389,25,,,MN,Nobles,,crow,37477,,bird,Passeriformes
W139,34,,,CA,Fresno,,ca scrub jay,40392,,bird,Passeriformes
W1391,82,,,MN,Fillmore,,crow,37476,,bird,Passeriformes
W1392,25,,,MN,Hennepin,,crow,37476,,bird,Passeriformes
W1393,25,,,MN,Brown,,crow,37475,,bird,Passeriformes
W1394,42,,,MN,Nicollet,,crow,37475,,bird,Passeriformes
W1395,84,,,MN,Big Stone,,crow,37475,,bird,Passeriformes
W1396,84,,,MN,Stevens,,crow,37475,,bird,Passeriformes
W1397,83,,,MN,Hennepin,,crow,37475,,bird,Passeriformes
W1398,18,,,MN,Carver,,blue jay,37475,,bird,Blue Jay
W1399,25,,,MN,Hennepin,,crow,37475,,bird,Passeriformes
W140,34,,,CA,SanJoaquin,,ca scrub jay,40735,,bird,Passeriformes
W1400,20,,,MN,Pope,,crow,37475,,bird,Passeriformes
W1401,82,,,MN,Anoka,,crow,37475,,bird,Passeriformes
W1408,25,,,MN,Hennepin,,crow,37475,,bird,Passeriformes
W1409,86,,,MN,Ramsey,,crow,37475,,bird,Passeriformes
W1411,84,,,MN,Benton,,crow,37475,,bird,Passeriformes
W1412,25,,,MN,Hennepin,,crow,37475,,bird,Passeriformes
W1413,18,,,MN,Hennepin,,,37817,,,
W1414,84,,,MN,Ramsey,,,37819,,,
W1415,25,,,MN,Dakota,,,37819,,,
W1417,44,,,MN,Anoka,,,37819,,,
W1418,25,,,MN,Hennepin,,,37819,,,
W1419,48,,,MN,Mower,,,37816,,,
W1420,9,,,MN,Ramsey,,,37819,,,
W1421,84,,,MN,Kandiyohi,,,37820,,,
W1422,14,,,MN,Chippewa,,,37819,,,
W1423,25,,,MN,Mower,,,37820,,,
W1424,82,,,MN,Hennepin,,,37820,,,
W1425,43,,,MN,Hennepin,,,37820,,,
W1426,83,,,MN,Hennepin,,,37820,,,
W1427,25,,,MN,Cass,,,37810,,,
W1428,25,,,MN,Crow Wing,,,37812,,,
W1429,20,,,MN,Wabasha,,,37825,,,
W143,28,,,CA,Los Angeles,,american crow,41066,,bird,American Crow
W1430,18,,,MN,Hennepin,,,37820,,,
W1431,18,,,MN,Dakota,,,37821,,,
W1432,9,,,MN,Olmsted,,,37824,,,
W1433,18,,,MN,Anoka,,,37823,,,
W1434,23,,,MN,Ramsey,,,37825,,,
W1435,44,,,MN,Washington,,,37824,,,
W1436,18,,,MN,Rice,,,37830,,,
W1437,7,,,MN,Kandiyohi,,,37830,,,
W1438,10,,,MN,Mower,,,37825,,,
W1439,46,,,MN,Carver,,,37827,,,
W144,32,,,CA,Stanislaus,,ca scrub jay,41072,,bird,Passeriformes
W1440,25,,,MN,Crow Wing,,,37831,,,
W1441,9,,,MN,Renville,,,37833,,,
W1442,25,,,MN,Lyon,,,37832,,,
W1443,19,,,MN,Anoka,,,38163,,,
W1444,87,,,MN,Hennepin,,,38163,,,
W1445,18,,,MN,Washington,,,38166,,,
W1446,11,,,MN,Waseca,,,38169,,,
W1447,82,,,MN,Olmsted,,,38167,,,
W1448,82,,,MN,Olmsted,,,38167,,,
W1449,82,,,MN,Olmsted,,,38167,,,
W145,28,,,CA,Riverside,,american crow,41074,,bird,American Crow
W1451,10,,,MN,Fillmore,,,38166,,,
W1452,1,,,MN,Steele,,,38168,,,
W1453,82,,,MN,Anoka,,,38175,,,
W1454,82,,,MN,Dakota,,,38174,,,
W1455,23,,,MN,Dakota,,,38171,,,
W1456,57,,,MN,St. Louis,,,38176,,,
W1457,20,,,MN,St. Louis,,,38176,,,
W1458,82,,,MN,Ramsey,,,38173,,,
W1459,18,,,MN,Hennepin,,,38171,,,
W146,34,,,CA,Tulare,,american crow,41081,,bird,American Crow
W1460,82,,,MN,Dakota,,,38178,,,
W1461,18,,,MN,Renville,,,38182,,,
W1462,82,,,MN,Ramsey,,,38181,,,
W1463,83,,,MN,Scott,,,38176,,,
W1464,9,,,MN,Ramsey,,,38177,,,
W1465,20,,,MN,Mower,,,38184,,,
W1466,25,,,MN,Anoka,,,38183,,,
W1467,9,,,MN,Sherburne,,,38181,,,
W1469,10,,,MN,Dakota,,,38188,,,
W147,27,,,CA,Los Angeles,,american crow,41107,,bird,American Crow
W1470,9,,,MN,Beltrami,,,38182,,,
W1471,82,,,MN,Stearns,,,38187,,,
W1472,12,,,MN,Hennepin,,,38182,,,
W1474,12,,,MN,Kandiyohi,,,38554,,,
W1475,15,,,MN,Kandiyohi,,,38554,,,
W1476,15,,,MN,Washington,,,38545,,,
W1477,11,,,MN,Ramsey,,,38544,,,
W1478,14,,,MN,Stearns,,,38560,,,
W1479,15,,,MN,Ramsey,,,38557,,,
W148,32,,,CA,Merced,,american crow,41107,,bird,American Crow
W1481,20,,,MN,Ramsey,,,38561,,,
W1482,11,,,MN,Anoka,,,38565,,,
W1483,57,,,MN,Hennepin,,,38566,,,
W1484,18,,,MN,Washington,,,38566,,,
W1485,83,,,MN,Washington,,,38565,,,
W1486,72,,,MN,Hennepin,,,38565,,,
W1488,15,,,MN,Scott,,,38566,,,
W1489,18,,,MN,Anoka,,,38567,,,
W149,34,,,CA,Tulare,,ca scrub jay,41112,,bird,Passeriformes
W1490,82,,,MN,Mahnomen,,,38559,,,
W1491,57,,,MN,Mower,,,38567,,,
W1492,20,,,MN,St. Louis,,,38573,,,
W1493,1,,,MN,Cass,,,38581,,,
W1494,10,,,MN,Meeker,,,38587,,,
W1495,86,,,MN,Dakota,,,38586,,,
W1496,11,,,MN,Hennepin,,,38586,,,
W1497,12,,,MN,Sherburne,,,38575,,,
W1499,83,,,MN,Lyon,,,38588,,,
W150,32,,,CA,Los Angeles,,american crow,41110,,bird,American Crow
W1500,86,,,MN,Pennington,,,38597,,,
W1501,20,,,MN,Stearns,,,38600,,,
W1502,18,,,MN,Ramsey,,,38601,,,
W1505,61,,,OH,Williams,,,43312,,,
W1507,62,,,OH,Williams,,,43312,,,
W151,32,,,CA,Merced,,yellow billed magpie,41129,,bird,Passeriformes
W1517,50,,,IL,Cook,,culex sp.,43286,,mosquito,Culex
W152,31,,,CA,Placer,,american robin,41488,,bird,Passeriformes
W1525,59,,,IL,Cook,,culex restuans,43293,,mosquito,Culex
W1529,62,,,IL,Cook,,culex restuans,43293,,mosquito,Culex
W1530,62,,,IL,Cook,,culex restuans,43293,,mosquito,Culex
W1531,82,,,IL,Cook,,culex restuans,43293,,mosquito,Culex
W1537,60,,,IL,Cook,,culex restuans,43300,,mosquito,Culex
W1538,60,,,IL,Cook,,culex sp.,43300,,mosquito,Culex
W154,34,,,CA,Butte,,ca scrub jay,41493,,bird,Passeriformes
W1540,59,,,IL,Cook,,culex restuans,43300,,mosquito,Culex
W1564,59,,,IL,Cook,,culex restuans,43307,,mosquito,Culex
W1568,62,,,IL,Cook,,culex restuans,43307,,mosquito,Culex
W158,28,,,CA,Butte,,ca scrub jay,41506,,bird,Passeriformes
W1580,59,,,IL,Cook,,culex restuans,43307,,mosquito,Culex
W1586,59,,,IL,Cook,,culex sp.,43314,,mosquito,Culex
W159,31,,,CA,Merced,,ca scrub jay,41511,,bird,Passeriformes
W161,34,,,CA,Riverside,,american crow,42903,,bird,American Crow
W1614,60,,,IL,Cook,,culex sp.,43321,,mosquito,Culex
W163,58,,,CA,Los Angeles,,american crow,42909,,bird,American Crow
W1630,50,,,IL,Cook,,culex restuans,43321,,mosquito,Culex
W1633,50,,,IL,Cook,,culex restuans,43321,,mosquito,Culex
W1638,50,,,IL,Cook,,culex sp.,43321,,mosquito,Culex
W164,28,,,CA,Los Angeles,,american crow,42909,,bird,American Crow
W1647,50,,,IL,Cook,,culex restuans,43328,,mosquito,Culex
W1648,50,,,IL,Cook,,culex sp.,43328,,mosquito,Culex
W165,58,,,CA,SanBernardino,,ca scrub jay,42916,,bird,Passeriformes
W1656,50,,,IL,Cook,,culex sp.,43328,,mosquito,Culex
W166,31,,,CA,Riverside,,american crow,42919,,bird,American Crow
W1668,59,,,IL,Cook,,culex restuans,43328,,mosquito,Culex
W1670,82,,,IL,Cook,,culex restuans,43328,,mosquito,Culex
W168,28,,,CA,Los Angeles,,american crow,42929,,bird,American Crow
W1685,62,,,IL,Cook,,culex sp.,43335,,mosquito,Culex
W169,31,,,CA,ContraCosta,,american crow,42942,,bird,American Crow
W1702,60,,,IL,Cook,,culex sp.,43342,,mosquito,Culex
W1705,60,,,IL,Cook,,culex sp.,43342,,mosquito,Culex
W172,34,,,CA,Butte,,yellow billed magpie,42977,,bird,Passeriformes
W173,1,,,CA,Ventura,,american crow,42975,,bird,American Crow
W174,58,,,CA,Butte,,yellow billed magpie,42978,,bird,Passeriformes
W175,37,,,CA,Los Angeles,,culex quinquefasciatus,38232,,mosquito,Culex
W1751,59,,,CO,Larimer,,culex tarsalis,41477,,mosquito,Culex
W1752,59,,,CO,Larimer,,culex tarsalis,41477,,mosquito,Culex
W1753,59,,,CO,Larimer,,culex pipiens,41477,,mosquito,Culex
W1754,59,,,CO,Larimer,,culex tarsalis,41477,,mosquito,Culex
W1755,50,,,CO,Larimer,,culex tarsalis,41477,,mosquito,Culex
W1756,59,,,CO,Larimer,,culex tarsalis,41477,,mosquito,Culex
W1757,59,,,CO,Larimer,,culex tarsalis,41477,,mosquito,Culex
W1759,50,,,CO,Larimer,,culex tarsalis,41477,,mosquito,Culex
W176,27,,,CA,Los Angeles,,culex quinquefasciatus,38232,,mosquito,Culex
W1760,59,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1761,59,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1762,60,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1763,59,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1764,58,,,CO,Larimer,,culex tarsalis,41484,,mosquito,Culex
W1767,59,,,CO,Larimer,,culex tarsalis,41491,,mosquito,Culex
W1768,59,,,CO,Larimer,,culex tarsalis,41491,,mosquito,Culex
W1769,59,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W177,27,,,CA,Los Angeles,,culex quinquefasciatus,38516,,mosquito,Culex
W1770,59,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1772,58,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1773,59,,,CO,Larimer,,culex pipiens,41498,,mosquito,Culex
W1774,59,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1775,59,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1776,59,,,CO,Larimer,,culex tarsalis,41498,,mosquito,Culex
W1777,59,,,CO,Larimer,,culex tarsalis,41505,,mosquito,Culex
W1781,59,,,CO,Larimer,,culex tarsalis,41512,,mosquito,Culex
W1782,50,,,CO,Larimer,,culex pipiens,41512,,mosquito,Culex
W1783,59,,,CO,Larimer,,culex pipiens,41512,,mosquito,Culex
W1784,59,,,CO,Larimer,,culex pipiens,41512,,mosquito,Culex
W1785,50,,,CO,Larimer,,culex tarsalis,41512,,mosquito,Culex
W1788,58,,,CO,Larimer,,culex tarsalis,41512,,mosquito,Culex
W1789,59,,,CO,Larimer,,culex tarsalis,41519,,mosquito,Culex
W179,27,,,CA,Los Angeles,,culex quinquefasciatus,38936,,mosquito,Culex
W1791,50,,,CO,Larimer,,culex tarsalis,41848,,mosquito,Culex
W1792,50,,,CO,Larimer,,culex tarsalis,41855,,mosquito,Culex
W1793,59,,,CO,Larimer,,culex tarsalis,41855,,mosquito,Culex
W1794,59,,,CO,Larimer,,culex tarsalis,41855,,mosquito,Culex
W1795,59,,,CO,Larimer,,culex pipiens,41862,,mosquito,Culex
W1796,50,,,CO,Larimer,,culex pipiens,41862,,mosquito,Culex
W1799,58,,,CO,Larimer,,culex pipiens,41862,,mosquito,Culex
W180,27,,,CA,Los Angeles,,culex quinquefasciatus,38934,,mosquito,Culex
W1800,82,,,CO,Larimer,,culex tarsalis,41869,,mosquito,Culex
W1801,58,,,CO,Larimer,,culex pipiens,41869,,mosquito,Culex
W1803,58,,,CO,Larimer,,culex tarsalis,41876,,mosquito,Culex
W1804,59,,,CO,Larimer,,culex. pipiens,42184,,mosquito,Culex
W1805,58,,,CO,Larimer,,culex. tarsalis,42212,,mosquito,Culex
W1806,59,,,CO,Larimer,,culex. tarsalis,42219,,mosquito,Culex
W1807,59,,,CO,Larimer,,culex. tarsalis,42219,,mosquito,Culex
W1808,59,,,CO,Larimer,,culex. pipiens,42226,,mosquito,Culex
W1809,59,,,CO,Larimer,,culex. pipiens,42233,,mosquito,Culex
W1810,59,,,CO,Larimer,,culex. pipiens,42240,,mosquito,Culex
W1811,59,,,CO,Larimer,,culex. pipiens,42240,,mosquito,Culex
W1812,50,,,CO,Larimer,,culex. pipiens,42240,,mosquito,Culex
W1816,62,,,CO,Larimer,,culex. pipiens,42254,,mosquito,Culex
W1817,59,,,CO,Larimer,,culex. pipiens,42261,,mosquito,Culex
W1819,58,,,CO,Larimer,,culex. tarsalis,42548,,mosquito,Culex
W182,2,,,CA,Kings,,culex quinquefasciatus,39283,,mosquito,Culex
W1820,59,,,CO,Larimer,,culex. tarsalis,42569,,mosquito,Culex
W1823,59,,,CO,Larimer,,culex. tarsalis,42590,,mosquito,Culex
W1824,82,,,CO,Larimer,,culex. tarsalis,42590,,mosquito,Culex
W1825,58,,,CO,Larimer,,culex. pipiens,42590,,mosquito,Culex
W1826,59,,,CO,Larimer,,culex. pipiens,42590,,mosquito,Culex
W1827,60,,,CO,Larimer,,culex. pipiens,42597,,mosquito,Culex
W1828,59,,,CO,Larimer,,culex. pipiens,42597,,mosquito,Culex
W183,4,,,CA,Tulare,,culex stigmatosoma,39700,,mosquito,Culex
W1831,60,,,CO,Larimer,,culex. pipiens,42625,,mosquito,Culex
W1833,50,,,CO,Larimer,,culex. pipiens,42933,,mosquito,Culex
W1836,50,,,CO,Larimer,,culex. tarsalis,42968,,mosquito,Culex
W184,4,,,CA,Stanislaus,,culex pipiens,39700,,mosquito,Culex
W1841,60,,,CO,Larimer,,culex. pipiens,43318,,mosquito,Culex
W185,34,,,CA,Kings,,culex quinquefasciatus,40022,,mosquito,Culex
W1856,60,,,IA,Polk,,cpg,44004,,,
W186,4,,,CA,Fresno,,culex quinquefasciatus,40022,,mosquito,Culex
W1863,60,,,IA,Polk,,cpg,44061,,,
W1866,59,,,IA,Polk,,cpg,44067,,,
W187,28,,,CA,Los Angeles,,culex quinquefasciatus,40766,,mosquito,Culex
W188,34,,,CA,Fresno,,culex tarsalis,40402,,mosquito,Culex
W1886,62,,,IA,Black Hawk,,culex pipiens,44067,,mosquito,Culex
W1888,62,,,IA,Black Hawk,,culex restuans,44067,,mosquito,Culex
W1890,60,,,IA,City of Des Moines,,culex restuans,44074,,mosquito,Culex
W1893,60,,,IA,Black Hawk,,culex pipiens,44074,,mosquito,Culex
W1894,50,,,IA,Polk,,culex pipiens,44109,,mosquito,Culex
W1900,60,,,IA,Fremont,,culex pipiens,42590,,mosquito,Culex
W1905,60,,,IA,Woodbury,,culex restuans,42565,,mosquito,Culex
W1907,64,,,IA,Polk,,culex pipiens,42571,,mosquito,Culex
W1911,83,,,IA,Polk,,culex pipiens,42577,,mosquito,Culex
W1915,60,,,IA,Polk,,culex pipiens,42590,,mosquito,Culex
W1917,64,,,IA,Polk,,culex salinarius,42595,,mosquito,Culex
W1918,62,,,IA,Polk,,culex restuans,42601,,mosquito,Culex
W192,34,,,CA,Kings,,culex pipiens,41156,,mosquito,Culex
W1920,58,,,IA,Polk,,cpg,42601,,,
W1922,50,,,IA,Story,,culex pipiens,42601,,mosquito,Culex
W1925,50,,,IA,Story,,culex pipiens,42607,,mosquito,Culex
W193,34,,,CA,Yuba,,culex tarsalis,41148,,mosquito,Culex
W1944,50,,,IA,Polk,,culex restuans,42891,,mosquito,Culex
W1945,60,,,IA,Pottawattamie,,culex restuans,42905,,mosquito,Culex
W1947,61,,,IA,Story,,culex salinarius,42919,,mosquito,Culex
W1948,60,,,IA,Woodbury,,culex restuans,42919,,mosquito,Culex
W195,28,,,CA,Riverside,,culex tarsalis,41144,,mosquito,Culex
W1950,60,,,IA,Woodbury,,culex restuans,42926,,mosquito,Culex
W1951,60,,,IA,Woodbury,,culex restuans,42926,,mosquito,Culex
W1952,65,,,IA,Woodbury,,culex restuans,42926,,mosquito,Culex
W1953,50,,,IA,Polk,,culex restuans,42926,,mosquito,Culex
W1954,61,,,IA,Polk,,culex restuans,42926,,mosquito,Culex
W1957,60,,,IA,Polk,,culex restuans,42933,,mosquito,Culex
W1958,59,,,IA,Polk,,culex pipiens,42933,,mosquito,Culex
W1959,59,,,IA,Polk,,culex restuans,42933,,mosquito,Culex
W1960,59,,,IA,Pottawattamie,,culex restuans,42940,,mosquito,Culex
W1962,62,,,IA,Dickinson,,culex tarsalis,42933,,mosquito,Culex
W1963,59,,,IA,Story,,culex restuans,42940,,mosquito,Culex
W1966,50,,,IA,Pottawattamie,,cpg,42940,,,
W1968,59,,,IA,Monona,,culex restuans,42940,,mosquito,Culex
W1972,62,,,IA,Polk,,culex pipiens,42940,,mosquito,Culex
W1973,60,,,IA,Polk,,culex restuans,42947,,mosquito,Culex
W1974,59,,,IA,Story,,culex restuans,42947,,mosquito,Culex
W1975,59,,,IA,Story,,culex pipiens,42947,,mosquito,Culex
W1976,62,,,IA,Polk,,culex pipiens,42947,,mosquito,Culex
W1979,62,,,IA,Polk,,culex restuans,42954,,mosquito,Culex
W198,34,,,CA,Fresno,,culex stigmatosoma,41131,,mosquito,Culex
W1981,59,,,IA,Polk,,culex restuans,42961,,mosquito,Culex
W1983,62,,,IA,Polk,,culex pipiens,42961,,mosquito,Culex
W1984,62,,,IA,Polk,,culex restuans,42961,,mosquito,Culex
W1987,58,,,IA,Woodbury,,culex pipiens,42961,,mosquito,Culex
W1988,60,,,IA,Woodbury,,culex restuans,42961,,mosquito,Culex
W1989,59,,,IA,Pottawattamie,,culex restuans,42961,,mosquito,Culex
W199,34,,,CA,Fresno,,culex tarsalis,41135,,mosquito,Culex
W1993,61,,,IA,Black Hawk,,culex restuans,42954,,mosquito,Culex
W1996,61,,,IA,Woodbury,,culex pipiens,42968,,mosquito,Culex
W1998,62,,,IA,Pottawattamie,,culex restuans,42968,,mosquito,Culex
W2001,60,,,IA,Black Hawk,,culex restuans,42975,,mosquito,Culex
W2002,61,,,IA,Polk,,culex restuans,42975,,mosquito,Culex
W2006,62,,,IA,Pottawattamie,,culex restuans,42975,,mosquito,Culex
W2007,58,,,IA,Pottawattamie,,culex restuans,42975,,mosquito,Culex
W2009,59,,,IA,Polk,,culex restuans,42982,,mosquito,Culex
W201,31,,,CA,Lake,,culex stigmatosoma,41507,,mosquito,Culex
W2010,62,,,IA,Pottawattamie,,culex pipiens,42982,,mosquito,Culex
W2011,58,,,IA,Polk,,culex restuans,42989,,mosquito,Culex
W2012,50,,,IA,Polk,,culex restuans,42989,,mosquito,Culex
W2013,59,,,IA,Story,,culex restuans,42989,,mosquito,Culex
W2014,62,,,IA,Story,,culex restuans,42989,,mosquito,Culex
W2016,62,,,IA,Black Hawk,,culex restuans,42989,,mosquito,Culex
W2017,62,,,IA,Black Hawk,,culex restuans,42989,,mosquito,Culex
W2018,62,,,IA,Black Hawk,,culex restuans,42989,,mosquito,Culex
W202,31,,,CA,Butte,,culex erythrothorax,41500,,mosquito,Culex
W2021,59,,,IA,Pottawattamie,,culex restuans,42989,,mosquito,Culex
W2022,62,,,IA,Pottawattamie,,culex restuans,42989,,mosquito,Culex
W2023,61,,,IA,Pottawattamie,,culex restuans,42989,,mosquito,Culex
W2026,62,,,IA,Story,,culex pipiens,42996,,mosquito,Culex
W204,31,,,CA,Lake,,culex erythrothorax,41528,,mosquito,Culex
W208,28,,,CA,Los Angeles,,culex quinquefasciatus,41508,,mosquito,Culex
W209,28,,,CA,Los Angeles,,culex quinquefasciatus,41508,,mosquito,Culex
W210,28,,,CA,SanBernardino,,culex quinquefasciatus,41501,,mosquito,Culex
W211,31,,,CA,Stanislaus,,culex pipiens,41807,,mosquito,Culex
W212,31,,,CA,Fresno,,culex quinquefasciatus,41810,,mosquito,Culex
W214,34,,,CA,Madera,,culex tarsalis,41814,,mosquito,Culex
W217,34,,,CA,ContraCosta,,culex tarsalis,41827,,mosquito,Culex
